Ambient light color: Red=1 Green=1 Blue=1

Named object: "ARAK-AFT-L"
Tri-mesh, Vertices: 866     Faces: 1728
Vertex list:
Vertex 0:  X:-1.10261	Y:1.80099	Z:0.0408326
Smoothing:  1
Face 1221: A:537 B:540 C:802 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1222: A:157 B:537 C:802 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1223: A:157 B:802 C:536 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1224: A:506 B:803 C:507 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1225: A:506 B:507 C:142 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1226: A:803 B:537 C:157 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1227: A:803 B:157 C:507 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1228: A:511 B:159 C:537 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1229: A:511 B:537 C:803 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1230: A:144 B:511 C:803 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1231: A:144 B:803 C:506 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1232: A:515 B:804 C:510 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1233: A:515 B:510 C:146 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1234: A:804 B:511 C:144 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1235: A:804 B:144 C:510 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1236: A:541 B:159 C:511 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1237: A:541 B:511 C:804 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1238: A:161 B:541 C:804 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1239: A:161 B:804 C:515 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1240: A:542 B:805 C:544 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1241: A:542 B:544 C:162 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1242: A:805 B:541 C:161 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1243: A:805 B:161 C:544 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1244: A:540 B:159 C:541 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1245: A:540 B:541 C:805 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1246: A:160 B:540 C:805 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1247: A:160 B:805 C:542 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1248: A:544 B:806 C:546 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1249: A:544 B:546 C:162 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1250: A:806 B:548 C:164 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1251: A:806 B:164 C:546 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1252: A:545 B:163 C:548 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1253: A:545 B:548 C:806 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1254: A:161 B:545 C:806 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1255: A:161 B:806 C:544 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1256: A:514 B:807 C:515 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1257: A:514 B:515 C:146 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1258: A:807 B:545 C:161 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1259: A:807 B:161 C:515 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1260: A:519 B:163 C:545 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1261: A:519 B:545 C:807 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1262: A:148 B:519 C:807 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1263: A:148 B:807 C:514 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1264: A:523 B:808 C:518 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1265: A:523 B:518 C:150 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1266: A:808 B:519 C:148 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1267: A:808 B:148 C:518 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1268: A:549 B:163 C:519 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1269: A:549 B:519 C:808 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1270: A:165 B:549 C:808 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1271: A:165 B:808 C:523 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1272: A:550 B:809 C:552 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1273: A:550 B:552 C:166 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1274: A:809 B:549 C:165 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1275: A:809 B:165 C:552 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1276: A:548 B:163 C:549 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1277: A:548 B:549 C:809 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1278: A:164 B:548 C:809 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1279: A:164 B:809 C:550 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1280: A:552 B:810 C:554 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1281: A:552 B:554 C:166 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1282: A:810 B:556 C:168 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1283: A:810 B:168 C:554 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1284: A:553 B:167 C:556 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1285: A:553 B:556 C:810 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1286: A:165 B:553 C:810 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1287: A:165 B:810 C:552 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1288: A:522 B:811 C:523 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1289: A:522 B:523 C:150 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1290: A:811 B:553 C:165 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1291: A:811 B:165 C:523 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1292: A:525 B:167 C:553 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1293: A:525 B:553 C:811 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1294: A:152 B:525 C:811 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1295: A:152 B:811 C:522 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1296: A:497 B:812 C:496 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1297: A:497 B:496 C:137 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1298: A:812 B:525 C:152 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1299: A:812 B:152 C:496 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1300: A:531 B:167 C:525 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1301: A:531 B:525 C:812 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1302: A:154 B:531 C:812 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1303: A:154 B:812 C:497 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1304: A:528 B:813 C:526 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1305: A:528 B:526 C:153 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1306: A:813 B:531 C:154 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1307: A:813 B:154 C:526 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1308: A:556 B:167 C:531 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1309: A:556 B:531 C:813 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1310: A:168 B:556 C:813 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1311: A:168 B:813 C:528 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1312: A:558 B:814 C:559 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1313: A:558 B:559 C:169 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1314: A:814 B:564 C:172 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1315: A:814 B:172 C:559 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1316: A:562 B:171 C:564 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1317: A:562 B:564 C:814 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1318: A:170 B:562 C:814 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1319: A:170 B:814 C:558 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1320: A:527 B:815 C:529 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1321: A:527 B:529 C:153 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1322: A:815 B:562 C:170 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1323: A:815 B:170 C:529 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1324: A:535 B:171 C:562 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1325: A:535 B:562 C:815 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1326: A:156 B:535 C:815 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1327: A:156 B:815 C:527 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1328: A:539 B:816 C:534 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1329: A:539 B:534 C:158 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1330: A:816 B:535 C:156 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1331: A:816 B:156 C:534 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1332: A:565 B:171 C:535 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1333: A:565 B:535 C:816 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1334: A:173 B:565 C:816 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1335: A:173 B:816 C:539 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1336: A:566 B:817 C:568 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1337: A:566 B:568 C:174 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1338: A:817 B:565 C:173 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1339: A:817 B:173 C:568 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1340: A:564 B:171 C:565 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1341: A:564 B:565 C:817 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1342: A:172 B:564 C:817 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1343: A:172 B:817 C:566 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1344: A:568 B:818 C:570 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1345: A:568 B:570 C:174 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1346: A:818 B:572 C:176 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1347: A:818 B:176 C:570 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1348: A:569 B:175 C:572 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1349: A:569 B:572 C:818 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1350: A:173 B:569 C:818 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1351: A:173 B:818 C:568 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1352: A:538 B:819 C:539 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1353: A:538 B:539 C:158 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1354: A:819 B:569 C:173 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1355: A:819 B:173 C:539 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1356: A:543 B:175 C:569 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1357: A:543 B:569 C:819 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1358: A:160 B:543 C:819 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1359: A:160 B:819 C:538 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1360: A:547 B:820 C:542 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1361: A:547 B:542 C:162 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1362: A:820 B:543 C:160 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1363: A:820 B:160 C:542 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1364: A:573 B:175 C:543 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1365: A:573 B:543 C:820 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1366: A:177 B:573 C:820 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1367: A:177 B:820 C:547 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1368: A:574 B:821 C:576 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1369: A:574 B:576 C:178 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1370: A:821 B:573 C:177 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1371: A:821 B:177 C:576 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1372: A:572 B:175 C:573 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1373: A:572 B:573 C:821 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1374: A:176 B:572 C:821 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1375: A:176 B:821 C:574 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1376: A:576 B:822 C:578 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1377: A:576 B:578 C:178 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1378: A:822 B:580 C:180 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1379: A:822 B:180 C:578 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1380: A:577 B:179 C:580 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1381: A:577 B:580 C:822 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1382: A:177 B:577 C:822 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1383: A:177 B:822 C:576 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1384: A:546 B:823 C:547 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1385: A:546 B:547 C:162 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1386: A:823 B:577 C:177 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1387: A:823 B:177 C:547 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1388: A:551 B:179 C:577 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1389: A:551 B:577 C:823 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1390: A:164 B:551 C:823 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1391: A:164 B:823 C:546 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1392: A:555 B:824 C:550 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1393: A:555 B:550 C:166 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1394: A:824 B:551 C:164 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1395: A:824 B:164 C:550 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1396: A:581 B:179 C:551 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1397: A:581 B:551 C:824 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1398: A:181 B:581 C:824 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1399: A:181 B:824 C:555 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1400: A:582 B:825 C:584 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1401: A:582 B:584 C:182 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1402: A:825 B:581 C:181 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1403: A:825 B:181 C:584 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1404: A:580 B:179 C:581 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1405: A:580 B:581 C:825 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1406: A:180 B:580 C:825 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1407: A:180 B:825 C:582 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1408: A:584 B:826 C:586 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1409: A:584 B:586 C:182 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1410: A:826 B:588 C:184 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1411: A:826 B:184 C:586 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1412: A:585 B:183 C:588 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1413: A:585 B:588 C:826 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1414: A:181 B:585 C:826 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1415: A:181 B:826 C:584 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1416: A:554 B:827 C:555 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1417: A:554 B:555 C:166 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1418: A:827 B:585 C:181 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1419: A:827 B:181 C:555 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1420: A:557 B:183 C:585 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1421: A:557 B:585 C:827 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1422: A:168 B:557 C:827 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1423: A:168 B:827 C:554 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1424: A:529 B:828 C:528 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1425: A:529 B:528 C:153 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1426: A:828 B:557 C:168 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1427: A:828 B:168 C:528 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1428: A:563 B:183 C:557 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1429: A:563 B:557 C:828 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1430: A:170 B:563 C:828 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1431: A:170 B:828 C:529 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1432: A:560 B:829 C:558 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1433: A:560 B:558 C:169 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1434: A:829 B:563 C:170 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1435: A:829 B:170 C:558 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1436: A:588 B:183 C:563 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1437: A:588 B:563 C:829 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1438: A:184 B:588 C:829 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1439: A:184 B:829 C:560 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1440: A:590 B:830 C:591 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1441: A:590 B:591 C:185 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1442: A:830 B:596 C:188 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1443: A:830 B:188 C:591 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1444: A:594 B:187 C:596 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1445: A:594 B:596 C:830 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1446: A:186 B:594 C:830 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1447: A:186 B:830 C:590 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1448: A:559 B:831 C:561 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1449: A:559 B:561 C:169 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1450: A:831 B:594 C:186 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1451: A:831 B:186 C:561 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1452: A:567 B:187 C:594 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1453: A:567 B:594 C:831 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1454: A:172 B:567 C:831 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1455: A:172 B:831 C:559 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1456: A:571 B:832 C:566 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1457: A:571 B:566 C:174 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1458: A:832 B:567 C:172 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1459: A:832 B:172 C:566 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1460: A:597 B:187 C:567 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1461: A:597 B:567 C:832 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1462: A:189 B:597 C:832 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1463: A:189 B:832 C:571 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1464: A:598 B:833 C:600 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1465: A:598 B:600 C:190 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1466: A:833 B:597 C:189 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1467: A:833 B:189 C:600 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
Smoothing:  1
Face 1468: A:596 B:187 C:597 AB:1 BC:1 CA:1
Material:"r254g254b254a0"
